Timestamp,Email,Overall_Rating,Session1_Rating,Session2_Rating,Venue_Rating,Food_Rating,Attend_Again,Recommend,Feedback
2025-12-15 04:54:00,student259@college.edu,2,3,3,4,3,Yes,Yes,"Technical issues in session 1, venue parking difficult."
2025-12-15 06:25:00,student260@college.edu,5,5,3,5,1,Yes,Yes,"Technical issues in session 1, venue parking difficult."
2025-12-15 06:26:00,student261@college.edu,5,4,4,4,5,Yes,Yes,"Great speakers, good networking!"
2025-12-15 01:52:00,student262@college.edu,5,1,5,4,3,Yes,Yes,"Great speakers, good networking!"
2025-12-15 01:40:00,student263@college.edu,2,4,4,5,4,Yes,Yes,"Great speakers, good networking!"
2025-12-15 01:52:00,student264@college.edu,4,4,2,5,2,Maybe,Maybe,"Great speakers, good networking!"
2025-12-15 07:19:00,student265@college.edu,4,4,4,4,3,Yes,Yes,"Great speakers, good networking!"
2025-12-15 01:20:00,student266@college.edu,4,4,4,2,3,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 03:06:00,student267@college.edu,5,4,4,3,4,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 01:52:00,student268@college.edu,4,2,4,2,1,Yes,Yes,"Great speakers, good networking!"
2025-12-15 00:01:00,student269@college.edu,5,3,4,5,2,Maybe,Yes,"Food was average, more breaks needed."
2025-12-15 02:09:00,student270@college.edu,5,4,4,4,5,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 03:39:00,student271@college.edu,5,5,4,5,3,Yes,Maybe,"Food was average, more breaks needed."
2025-12-15 00:53:00,student272@college.edu,4,3,5,4,2,Yes,Yes,"Great speakers, good networking!"
2025-12-15 05:42:00,student273@college.edu,3,4,4,3,1,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 03:43:00,student274@college.edu,3,4,4,4,5,Yes,No,"Great speakers, good networking!"
2025-12-15 03:44:00,student275@college.edu,5,3,4,4,1,Yes,Yes,"Great speakers, good networking!"
2025-12-15 06:24:00,student276@college.edu,2,4,4,4,4,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 06:42:00,student277@college.edu,4,5,5,3,4,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 02:05:00,student278@college.edu,3,4,4,5,2,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 02:09:00,student279@college.edu,4,4,4,3,3,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 00:52:00,student280@college.edu,5,3,4,5,1,No,Yes,"Technical issues in session 1, venue parking difficult."
2025-12-15 02:51:00,student281@college.edu,5,4,4,4,2,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 03:37:00,student282@college.edu,3,3,4,5,4,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 02:39:00,student283@college.edu,5,3,5,5,4,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 03:17:00,student284@college.edu,4,4,4,5,3,Yes,Yes,"Great speakers, good networking!"
2025-12-15 06:55:00,student285@college.edu,3,1,4,5,3,Yes,Yes,"Technical issues in session 1, venue parking difficult."
2025-12-15 04:06:00,student286@college.edu,4,2,5,4,2,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 05:23:00,student287@college.edu,4,4,1,5,1,Yes,Maybe,"Technical issues in session 1, venue parking difficult."
2025-12-15 07:18:00,student288@college.edu,3,3,3,4,1,Yes,Yes,"Food was average, more breaks needed."
2025-12-15 03:22:00,student289@college.edu,4,3,4,5,2,Yes,Yes,"Great speakers, good networking!"
2025-12-15 03:03:00,student290@college.edu,3,4,5,2,2,Maybe,Maybe,"Technical issues in session 1, venue parking difficult."
2025-12-15 02:02:00,student291@college.edu,3,4,2,4,2,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 06:40:00,student292@college.edu,4,2,1,5,2,Maybe,No,"Great speakers, good networking!"
2025-12-15 04:14:00,student293@college.edu,3,4,2,5,2,Yes,Yes,"Technical issues in session 1, venue parking difficult."
2025-12-15 04:53:00,student294@college.edu,4,3,2,5,3,Yes,Maybe,"Great speakers, good networking!"
2025-12-15 04:39:00,student295@college.edu,4,4,2,5,4,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 05:24:00,student296@college.edu,4,4,4,5,2,Yes,No,"Great speakers, good networking!"
2025-12-15 06:11:00,student297@college.edu,4,5,4,4,5,Yes,Yes,"Food was average, more breaks needed."
2025-12-15 01:37:00,student298@college.edu,5,4,3,4,4,Maybe,Yes,"Great speakers, good networking!"
2025-12-15 03:17:00,student299@college.edu,4,4,4,4,2,No,Yes,"Food was average, more breaks needed."
